Windows System Service Dispatch Table (SSDT)
KernelBase: 0xFFFFF804A9800000

=== KeServiceDescriptorTable ===
  RVA: 0x12018C0  PhysicalAddr: 0xFFFFF804AAA018C0
┌─────┬───────────────────────────────────────────────────────┬───────┬────────────────────┐
│ Id  │                         Name                          │ Index │    PhysicalAddr    │
│ 257 │ NtGetNextProcess                                      │ 0x100 │ 0xFFFFF804A9800000 │
│ 258 │ NtGetNextThread                                       │ 0x101 │ 0xFFFFF804A9800000 │
│ 259 │ NtGetNlsSectionPtr                                    │ 0x102 │ 0xFFFFF804A9800000 │
│ 260 │ NtGetNotificationResourceManager                      │ 0x103 │ 0xFFFFF804A9800000 │
│ 261 │ NtGetWriteWatch                                       │ 0x104 │ 0xFFFFF804A9800000 │
│ 262 │ NtImpersonateAnonymousToken                           │ 0x105 │ 0xFFFFF804A9800000 │
│ 263 │ NtImpersonateThread                                   │ 0x106 │ 0xFFFFF804A9800000 │
│ 264 │ NtInitializeEnclave                                   │ 0x107 │ 0xFFFFF804A9800000 │
│ 265 │ NtInitializeNlsFiles                                  │ 0x108 │ 0xFFFFF804A9800000 │
│ 266 │ NtInitializeRegistry                                  │ 0x109 │ 0xFFFFF804A9800000 │
│ 267 │ NtInitiatePowerAction                                 │ 0x10A │ 0xFFFFF804A9800000 │
│ 268 │ NtIsSystemResumeAutomatic                             │ 0x10B │ 0xFFFFF804A9800000 │
│ 269 │ NtIsUILanguageComitted                                │ 0x10C │ 0xFFFFF804A9800000 │
│ 270 │ NtListenPort                                          │ 0x10D │ 0xFFFFF804A9800000 │
│ 271 │ NtLoadDriver                                          │ 0x10E │ 0xFFFFF804A9800000 │
│ 272 │ NtLoadEnclaveData                                     │ 0x10F │ 0xFFFFF804A9800000 │
│ 273 │ NtLoadKey                                             │ 0x110 │ 0xFFFFF804A9800000 │
│ 274 │ NtLoadKey2                                            │ 0x111 │ 0xFFFFF804A9800000 │
│ 275 │ NtLoadKey3                                            │ 0x112 │ 0xFFFFF804A9800000 │
│ 276 │ NtLoadKeyEx                                           │ 0x113 │ 0xFFFFF804A9800000 │
│ 277 │ NtLockFile                                            │ 0x114 │ 0xFFFFF804A9800000 │
│ 278 │ NtLockProductActivationKeys                           │ 0x115 │ 0xFFFFF804A9800000 │
│ 279 │ NtLockRegistryKey                                     │ 0x116 │ 0xFFFFF804A9800000 │
│ 280 │ NtLockVirtualMemory                                   │ 0x117 │ 0xFFFFF804A9800000 │
│ 281 │ NtMakePermanentObject                                 │ 0x118 │ 0xFFFFF804A9800000 │
│ 282 │ NtMakeTemporaryObject                                 │ 0x119 │ 0xFFFFF804A9800000 │
│ 283 │ NtManageHotPatch                                      │ 0x11A │ 0xFFFFF804A9800000 │
│ 284 │ NtManagePartition                                     │ 0x11B │ 0xFFFFF804A9800000 │
